id,code,site_number,fac_type,fac_use,faa_region,faa_dist,city,county,state,full_name,own_type,longitude,latitude,elevation,aero_cht,cbd_dist,cbd_dir,act_date,cert,fed_agree,cust_intl,c_ldg_rts,joint_use,mil_rts,cntl_twr,major
5397,8IS4,04747.01*H,HELIPORT,PR,AGL,CHI,HILLSBORO,MONTGOMERY,IL,HILLSBORO HOSPITAL,PR,-89.470000,39.150000,650,ST LOUIS,0,SE,03/1986,,,,,,,N,N
5398,3K4,04747.11*A,AIRPORT,PU,AGL,CHI,HILLSBORO,MONTGOMERY,IL,HILLSBORO MUNI,PU,-89.450000,39.140000,637,ST LOUIS,2,SE,,,,,,,,N,N
5399,9IL7,04747.41*A,AIRPORT,PR,AGL,CHI,HILLSDALE,ROCK ISLAND,IL,COLE,PR,-90.180000,41.500000,580,CHICAGO,0,SW,,,,,,,,N,N
5400,2H5,04747.81*A,AIRPORT,PR,AGL,CHI,HILLVIEW,GREENE,IL,HARTWELL RANCH RLA,PR,-90.560000,39.440000,427,ST LOUIS,2,SW,,,,,,,,N,N
5401,2H6,04747.811*A,AIRPORT,PR,AGL,CHI,HILLVIEW,GREENE,IL,MARTIN,PR,-90.580000,39.410000,425,ST LOUIS,2,SW,,,,,,,,N,N
5402,0C2,04749.*A,AIRPORT,PU,AGL,CHI,HINCKLEY,DE KALB,IL,HINCKLEY,PR,-88.700000,41.770000,760,CHICAGO,3,W,,,,N,N,,,N,N
5403,IL03,04753.5*H,HELIPORT,PR,AGL,CHI,HOFFMAN ESTATES,COOK,IL,COLUMBIA HOFFMAN ESTATES MEDICAL CENTER,PR,-88.140000,42.050000,807,CHICAGO,5,W,03/1993,,,,,,,N,N
5404,5IL4,04753.51*H,HELIPORT,PR,AGL,CHI,HOFFMAN ESTATES,COOK,IL,SEARS MERCHANDISE GROUP,PR,-88.210000,42.070000,843,CHICAGO,6,NW,08/1993,,,,,,,N,N
5405,6IL7,04753.52*H,HELIPORT,PR,AGL,CHI,HOFFMAN ESTATES,COOK,IL,AMERITECH CENTER,PR,-88.120000,42.070000,842,CHICAGO,2,N,01/1997,,,,,,,N,N
5406,6IS8,04754.51*A,AIRPORT,PR,AGL,CHI,HOMER,VERMILION,IL,TRISLER,PR,-87.900000,39.980000,672,ST LOUIS,3,SE,06/1985,,,,,,,N,N
5407,01IL,04755.01*H,HELIPORT,PR,AGL,CHI,HOOPESTON,VERMILION,IL,HOOPESTON COMMUNITY MEMORIAL HOSPITAL,PR,-87.650000,40.450000,583,CHICAGO,0,N,,,,,,N,N,N,N
5408,04IL,04757.5*A,AIRPORT,PR,AGL,CHI,HUDSON,MC LEAN,IL,SCHERTZ,PR,-89.000000,40.630000,755,CHICAGO,2,NW,,,,,,,,N,N
5409,3K5,04758.*A,AIRPORT,PR,AGL,CHI,HULL,PIKE,IL,HULL,PR,-91.210000,39.710000,468,KANSAS CITY,1,N,,,,,,,,N,N
5410,6IL2,04758.94*A,AIRPORT,PR,AGL,CHI,HUNTLEY,MC HENRY,IL,PHYLLIS FIELD,PR,-88.410000,42.220000,855,CHICAGO,3,N,08/1990,,,,,,,N,N
5411,C49,04758.961*A,AIRPORT,PR,AGL,CHI,HUNTLEY,KANE,IL,LANDINGS CONDOMINIUM,PR,-88.400000,42.140000,880,CHICAGO,2,SE,,,,,,,,N,N
5412,2IS4,04759.1*A,AIRPORT,PR,AGL,CHI,ILLINOIS CITY,ROCK ISLAND,IL,RITTER FIELD,PR,-91.010000,41.330000,552,CHICAGO,7,SW,12/1983,,,,,,,N,N
5413,IL67,04759.37*H,HELIPORT,PR,AGL,CHI,INA,JEFFERSON,IL,BIG MUDDY CORRECTIONAL FACILITY,PU,-88.900000,38.120000,425,CHICAGO,1,S,03/1993,,,,,,,N,N
5414,1IL1,04759.4*A,AIRPORT,PR,AGL,CHI,IRVING,MONTGOMERY,IL,HORSEFEATHERS RANCH,PR,-89.420000,39.240000,653,ST LOUIS,3,N,02/1990,,,,,,,N,N
5415,2H7,04759.414*A,AIRPORT,PR,AGL,CHI,IRVINGTON,JEFFERSON,IL,PRAIRIE,PR,-89.130000,38.420000,550,ST LOUIS,2,SE,,,,,,,,N,N
5416,IJX,04760.*A,AIRPORT,PU,AGL,CHI,JACKSONVILLE,MORGAN,IL,JACKSONVILLE MUNI,PU,-90.230000,39.770000,624,ST LOUIS,3,N,,,NGY,N,N,N,Y,N,N
5417,3H0,04760.13*H,HELIPORT,PR,AGL,CHI,JACKSONVILLE,MORGAN,IL,PASSAVANT MEML AREA HOSP ASSOCIATION,PR,-90.250000,39.740000,604,ST LOUIS,0,NW,,,,,,,,N,N
5418,0K5,04763.11*A,AIRPORT,PR,AGL,CHI,JERSEYVILLE,JERSEY,IL,JERSEYVILLE AVIATION INC,PR,-90.310000,39.090000,604,ST LOUIS,2,SW,,,,,,,,N,N
5419,3H2,04763.12*A,AIRPORT,PR,AGL,CHI,JERSEYVILLE,JERSEY,IL,KOENIG,PR,-90.340000,39.050000,614,ST LOUIS,4,S,,,,,,,,N,N
5420,27IL,04763.13*H,HELIPORT,PR,AGL,CHI,JERSEYVILLE,JERSEY,IL,JERSEY COMMUNITY HOSPITAL,PU,-90.340000,39.110000,630,ST LOUIS,0,NE,07/1990,,,,,,,N,N
5421,LL49,04763.14*A,AIRPORT,PR,AGL,CHI,JERSEYVILLE,JERSEY,IL,RAYMOND RLA,PR,-90.270000,39.060000,658,ST LOUIS,4,SE,05/1999,,,,,,,N,N
5422,JOT,04767.*A,AIRPORT,PU,AGL,CHI,JOLIET,WILL,IL,JOLIET REGIONAL,PU,-88.170000,41.510000,581,CHICAGO,4,W,,,,N,N,N,Y,N,N
5423,6IS9,04767.01*H,HELIPORT,PR,AGL,CHI,JOLIET,WILL,IL,ST JOSEPH MEDICAL CENTER,PR,-88.130000,41.520000,641,CHICAGO,1,W,06/1985,,,,,,,N,N
5424,I01,04767.03*H,HELIPORT,PU,AGL,CHI,JOLIET,WILL,IL,EMPRESS RIVER CASINO,PR,-88.140000,41.480000,550,CHICAGO,5,SW,11/1993,,,,,,,N,N
5425,09IL,04768.31*H,HELIPORT,PR,AGL,CHI,JOLIET,WILL,IL,SILVER CROSS HOSPITAL,PR,-88.050000,41.530000,610,CHICAGO,2,NE,,,,,,,,N,N
5426,3KK,04773.*A,AIRPORT,PU,AGL,CHI,KANKAKEE,KANKAKEE,IL,KANKAKEE,PR,-87.910000,41.100000,625,CHICAGO,3,SW,,,,N,N,N,N,N,N
5427,IKK,04773.1*A,AIRPORT,PU,AGL,CHI,KANKAKEE,KANKAKEE,IL,GREATER KANKAKEE,PU,-87.840000,41.070000,629,CHICAGO,3,S,,,NGY,N,N,N,Y,N,N
5428,10IL,04773.12*H,HELIPORT,PR,AGL,CHI,KANKAKEE,KANKAKEE,IL,RIVERSIDE MEDICAL CENTER,PR,-87.880000,41.120000,620,CHICAGO,0,N,,,,,,,,N,N
5429,IL78,04773.2*A,AIRPORT,PR,AGL,CHI,KANKAKEE,KANKAKEE,IL,BENOIT,PR,-87.790000,41.130000,660,CHICAGO,3,E,11/1990,,,,,,,N,N
5430,11IL,04773.31*H,HELIPORT,PR,AGL,CHI,KANKAKEE,KANKAKEE,IL,ST MARY'S HOSPITAL,PR,-87.870000,41.120000,610,CHICAGO,0,W,,,,,,,,N,N
5431,12IL,04773.4*A,AIRPORT,PR,AGL,CHI,KANKAKEE,KANKAKEE,IL,HAWKER,PR,-88.010000,41.200000,620,CHICAGO,9,NW,,,,,,,,N,N
5432,13IL,04775.8*A,AIRPORT,PR,AGL,CHI,KEITHSBURG,HENDERSON,IL,SHISSLER FARM INC.,PR,-90.890000,41.040000,570,CHICAGO,4,SE,,,,,,N,N,N,N
5433,47IL,04778.*A,AIRPORT,PR,AGL,CHI,KEMPTON,LIVINGSTON,IL,GODBEE RLA,PR,-88.270000,40.950000,694,CHICAGO,2,NW,10/1998,,,,,,,N,N
5434,EZI,04781.1*A,AIRPORT,PU,AGL,CHI,KEWANEE,HENRY,IL,KEWANEE MUNI,PU,-89.960000,41.200000,858,CHICAGO,3,SW,,,NGY,N,N,N,Y,N,N
5435,14IL,04781.21*H,HELIPORT,PR,AGL,CHI,KEWANEE,HENRY,IL,KEWANEE HOSPITAL,PR,-89.930000,41.230000,838,CHICAGO,0,E,,,,,,,,N,N
5436,32IS,04782.8*A,AIRPORT,PR,AGL,CHI,KILBOURNE,MASON,IL,BAKER,PR,-91.000000,40.130000,485,KANSAS CITY,1,S,02/1987,,,,,,,N,N
5437,00IS,04783.*A,AIRPORT,PR,AGL,CHI,KINGS,OGLE,IL,HAYENGA'S CANT FIND FARMS,PR,-89.120000,40.020000,820,CHICAGO,1,NW,09/1986,,,,,,,N,N
5438,16IL,04784.41*A,AIRPORT,PR,AGL,CHI,KIRKLAND,DE KALB,IL,HAROLD BUNGER,PR,-88.830000,42.060000,830,CHICAGO,3,S,,,,,,,,N,N
5439,IS59,04784.42*A,AIRPORT,PR,AGL,CHI,KIRKLAND,DE KALB,IL,ROTSTEIN,PR,-88.920000,42.130000,760,CHICAGO,3,SE,05/1999,,,,,,,N,N
5440,C75,04786.*A,AIRPORT,PU,AGL,CHI,LACON,MARSHALL,IL,MARSHALL COUNTY,PU,-89.380000,41.010000,568,CHICAGO,1,E,,,NGY,N,N,N,Y,N,N
5441,2IS5,04786.1*A,AIRPORT,PR,AGL,CHI,LACON,MARSHALL,IL,PARRISH RLA,PR,-89.400000,40.950000,640,CHICAGO,5,S,12/1983,,,,,,,N,N
5442,18IL,04789.01*H,HELIPORT,PR,AGL,CHI,LA GRANGE,COOK,IL,LA GRANGE MEML HOSPITAL,PR,-87.880000,41.790000,700,CHICAGO,1,SW,,,,,,,,N,N
5443,IS55,04791.3*A,AIRPORT,PR,AGL,CHI,LA HARPE,HANCOCK,IL,HOUSEWRIGHT,PR,-90.940000,40.590000,705,CHICAGO,1,E,,,,,,,,N,N
5444,5IS4,04792.*A,AIRPORT,PR,AGL,CHI,LAKE CITY,MACON,IL,CORMAN ACRES,PR,-88.770000,39.760000,710,ST LOUIS,3,W,07/1984,,,,,,,N,N
5445,45IL,04792.3*H,HELIPORT,PR,AGL,CHI,LAKE FOREST,LAKE,IL,LAKE FOREST HOSPITAL,PR,-87.860000,42.250000,680,CHICAGO,3,W,,,,,,,,N,N
5446,IS90,04794.4*H,HELIPORT,PR,AGL,CHI,LAKE ZURICK,LAKE,IL,HONEY LAKE,PR,-88.110000,42.190000,860,CHICAGO,1,SW,02/1982,,,,,,,N,N
5447,19IL,04796.91*A,AIRPORT,PR,AGL,CHI,LA MOILLE,BUREAU,IL,KEUTZER,PR,-89.220000,41.510000,798,CHICAGO,3,SE,,,,,,,,N,N
5448,47LL,04796.911*H,HELIPORT,PR,AGL,CHI,LA MOILLE,BUREAU,IL,IVAN E. BAUER,PR,-89.250000,41.500000,775,CHICAGO,2,SE,,,,,,,,N,N
5449,35IL,04796.92*A,AIRPORT,PR,AGL,CHI,LA MOILLE,BUREAU,IL,CLARION FIELD,PR,-89.200000,41.530000,800,CHICAGO,3,E,,,,,,,,N,N
5450,1IS4,04798.1*A,AIRPORT,PR,AGL,CHI,LANARK,CARROLL,IL,SWAN VALLEY FARM,PR,-89.820000,42.130000,916,CHICAGO,2,N,04/1983,,,,,,,N,N
5451,6IL4,04798.11*A,AIRPORT,PR,AGL,CHI,LANARK,CARROLL,IL,FOXFIELD AERODROME,PR,-89.880000,42.160000,895,CHICAGO,4,NW,03/1998,,,,,,,N,N
5452,C68,04802.*A,AIRPORT,PR,AGL,CHI,LA SALLE,LA SALLE,IL,TRI-CITY,PR,-89.120000,41.410000,664,CHICAGO,2,NW,,,,N,N,N,N,N,N
5453,LWV,04803.*A,AIRPORT,PU,AGL,CHI,LAWRENCEVILLE,LAWRENCE,IL,LAWRENCEVILLE-VINCENNES INTL,PU,-87.600000,38.760000,430,ST LOUIS,3,NE,,,NGPY,N,N,N,Y,N,N
5454,3I5,04803.01*H,HELIPORT,PR,AGL,CHI,LAWRENCEVILLE,LAWRENCE,IL,LAWRENCE CO MEMORIAL HOSPITAL,PU,-87.690000,38.720000,470,ST LOUIS,4,W,,,,,,,,N,N
5455,IS34,04803.1*A,AIRPORT,PR,AGL,CHI,LAWRENCEVILLE,LAWRENCE,IL,PIPER'S LANDING,PR,-87.630000,38.700000,425,ST LOUIS,3,SE,09/1993,,,,,,,N,N
5456,26IL,04804.9*A,AIRPORT,PR,AGL,CHI,LEAF RIVER,OGLE,IL,DUANE E. DAVIS,PR,-89.370000,42.110000,741,CHICAGO,2,SE,,,,,,,,N,N
5457,28IL,04804.92*A,AIRPORT,PR,AGL,CHI,LEAF RIVER,OGLE,IL,WEST GROVE,PR,-89.410000,42.090000,910,CHICAGO,3,SW,,,,,,,,N,N
5458,48LL,04804.93*A,AIRPORT,PR,AGL,CHI,LEAF RIVER,OGLE,IL,ROCK CUT FARMS,PR,-89.450000,42.120000,812,CHICAGO,3,W,,,,,,,,N,N
5459,65IS,04806.5*A,AIRPORT,PR,AGL,CHI,LEEDS,LA SALLE,IL,FRINGS,PR,-88.980000,41.020000,675,CHICAGO,0,W,03/1988,,,,,,,N,N
5460,E16,04809.4*A,AIRPORT,PU,AGL,CHI,LELAND,LA SALLE,IL,LELAND,PR,-88.770000,41.600000,680,CHICAGO,2,SE,,,,,,,,N,N
5461,8IS7,04809.5*A,AIRPORT,PR,AGL,CHI,LELAND,DE KALB,IL,DEWEY,PR,-88.810000,41.640000,710,CHICAGO,3,NW,03/1986,,,,,,,N,N
5462,2IS0,04810.12*A,AIRPORT,PR,AGL,CHI,LEMONT,COOK,IL,LEMONT INDUSTRIAL PARK,PR,-88.020000,41.660000,720,CHICAGO,1,SW,04/1983,,,,,,,N,N
5463,6IS2,04810.21*H,HELIPORT,PR,AGL,CHI,LEMONT,COOK,IL,LEMONT FIRE DEPT,PU,-88.000000,41.670000,590,CHICAGO,0,N,02/1985,,,,,,,N,N
5464,2IS6,04810.62*A,AIRPORT,PR,AGL,CHI,LENA,STEPHENSON,IL,RED SHED FIELD,PR,-89.820000,42.410000,900,CHICAGO,4,N,12/1983,,,,,,,N,N
5465,96IL,04810.63*A,AIRPORT,PR,AGL,CHI,LENA,STEPHENSON,IL,KRAMER,PR,-89.840000,42.370000,930,CHICAGO,1,W,04/1990,,,,,,,N,N
5466,34IL,04810.95*A,AIRPORT,PR,AGL,CHI,LEWISTOWN,FULTON,IL,G. BRAY,PR,-90.100000,40.360000,550,CHICAGO,3,SE,,,,,,,,N,N
5467,3H6,04814.5*A,AIRPORT,PR,AGL,CHI,LIBERTY,ADAMS,IL,DALE A. KLASSING,PR,-91.030000,39.810000,821,KANSAS CITY,8,N,,,,,,,,N,N
5468,02IS,04815.*H,HELIPORT,PR,AGL,CHI,LIBERTYVILLE,LAKE,IL,CONDELL MEMORIAL HOSPITAL,PR,-87.950000,42.270000,720,CHICAGO,0,S,09/1986,,,,,,,N,N
5469,36IL,04819.5*A,AIRPORT,PR,AGL,CHI,LILY LAKE,KANE,IL,AEROVIEW,PR,-88.490000,41.970000,905,CHICAGO,2,NW,,,,,,,,N,N
5470,IL64,04821.*A,AIRPORT,PR,AGL,CHI,LINCOLN,LOGAN,IL,MARTIN,PR,-89.500000,40.180000,558,ST LOUIS,7,NW,04/1988,,,,,,,N,N
5471,37IL,04821.1*A,AIRPORT,PR,AGL,CHI,LINCOLN,LOGAN,IL,LINCOLN-MINDER,PR,-89.320000,40.130000,600,CHICAGO,2,SE,,,,,,N,N,N,N
5472,38IL,04821.2*H,HELIPORT,PR,AGL,CHI,LINCOLN,LOGAN,IL,ABRAHAM LINCOLN MEML HOSP,PR,-89.370000,40.140000,593,CHICAGO,0,N,,,,,,,,N,N
5473,3LC,04822.*A,AIRPORT,PU,AGL,CHI,LINCOLN,LOGAN,IL,LOGAN COUNTY,PU,-89.330000,40.150000,597,CHICAGO,2,NE,,,NGY,N,N,N,Y,N,N
5474,39IL,04822.1*A,AIRPORT,PR,AGL,CHI,LINCOLN,LOGAN,IL,MASON,PR,-89.360000,40.090000,591,CHICAGO,3,S,,,,,,,,N,N
5475,8IS8,04822.6*H,HELIPORT,PR,AGL,CHI,LINDENHURST,LAKE,IL,VICTORY AMBULATORY SVCS,PR,-88.050000,41.410000,809,CHICAGO,1,W,08/1999,,,,,,,N,N
5476,41IL,04822.7*A,AIRPORT,PR,AGL,CHI,LINDENWOOD,OGLE,IL,ALCOCK RLA,PR,-89.030000,42.060000,780,CHICAGO,1,NW,,,,,,,,N,N
5477,2IS7,04822.71*A,AIRPORT,PR,AGL,CHI,LINDENWOOD,OGLE,IL,SOMERS BLOSSOM,PR,-89.000000,42.060000,789,CHICAGO,1,W,12/1983,,,,,,,N,N
5478,93IL,04822.72*A,AIRPORT,PR,AGL,CHI,LINDENWOOD,OGLE,IL,BAUER,PR,-89.020000,42.060000,780,CHICAGO,0,E,07/2000,,,,,,,N,N
5479,66IS,04823.6*H,HELIPORT,PR,AGL,CHI,LISLE,DU PAGE,IL,CORPORETUM OFFICE CAMPUS,PR,-88.070000,41.810000,714,CHICAGO,1,NE,03/1988,,,,,,,N,N
5480,3LF,04824.*A,AIRPORT,PU,AGL,CHI,LITCHFIELD,MONTGOMERY,IL,LITCHFIELD MUNI,PU,-89.670000,39.160000,690,ST LOUIS,2,SW,,,NGY,N,N,N,Y,N,N
5481,3H8,04824.02*A,AIRPORT,PR,AGL,CHI,LITCHFIELD,MACOUPIN,IL,SIES LANDING AREA,PR,-89.700000,39.180000,690,ST LOUIS,2,W,,,,,,,,N,N
5482,73IL,04824.03*H,HELIPORT,PR,AGL,NONE,LITCHFIELD,MONTGOMERY,IL,ST FRANCIS HOSPITAL,PR,-89.630000,39.180000,690,ST LOUIS,1,E,02/2000,,,,,,,N,N
5483,IL65,04824.5*A,AIRPORT,PR,AGL,CHI,LITTLE YORK,WARREN,IL,GIBSON RLA,PR,-90.700000,41.000000,605,CHICAGO,2,E,04/1988,,,,,,,N,N
5484,IS05,04825.*A,AIRPORT,PR,AGL,CHI,LIVELY GROVE,WASHINGTON,IL,SHUBERT,PR,-89.630000,38.270000,475,ST LOUIS,3,SW,,,,,,,,N,N
5485,3H9,04826.5*A,AIRPORT,PR,AGL,CHI,LOAMI,SANGAMON,IL,PARK,PR,-89.880000,39.650000,640,ST LOUIS,2,SW,,,,,,N,N,N,N
5486,4H0,04826.51*H,HELIPORT,PR,AGL,CHI,LOAMI,SANGAMON,IL,REYHAN,PR,-89.800000,39.670000,600,ST LOUIS,2,E,,,,,,,,N,N
5487,2IS8,04826.52*A,AIRPORT,PR,AGL,CHI,LOAMI,SANGAMON,IL,NERGENAH,PR,-89.910000,39.650000,650,ST LOUIS,4,SW,12/1983,,,,,,,N,N
5488,IS27,04828.1*A,AIRPORT,PR,AGL,CHI,LODA,FORD,IL,BEHERNS,PR,-88.130000,40.510000,794,CHICAGO,3,W,05/1989,,,,,,,N,N
5489,46LL,04830.*H,HELIPORT,PR,AGL,CHI,LONG GROVE,LAKE,IL,LEFKOWITZ,PR,-87.980000,42.160000,713,CHICAGO,2,S,05/1999,,,,,,,N,N
5490,IS68,04831.*A,AIRPORT,PR,AGL,CHI,LONG POINT,LIVINGSTON,IL,GARRETSON FIELD,PR,-88.920000,41.020000,650,CHICAGO,1,NW,06/1981,,,,,,,N,N
5491,4H3,04832.2*A,AIRPORT,PR,AGL,CHI,LOSTANT,LA SALLE,IL,JANUSICK,PR,-89.100000,41.120000,669,CHICAGO,2,W,,,,,,,,N,N
5492,2V3,04832.21*A,AIRPORT,PU,AGL,CHI,LOSTANT,LA SALLE,IL,HARTENBOWER HECTARES,PR,-89.140000,41.170000,733,CHICAGO,5,NW,,,,,,,,N,N
5493,IL72,04832.22*A,AIRPORT,PR,AGL,CHI,LOSTANT,LA SALLE,IL,ENTWISTLE,PR,-89.040000,41.110000,700,CHICAGO,2,SE,04/1988,,,,,,,N,N
5494,0IS4,04835.71*A,AIRPORT,PR,AGL,CHI,LOVINGTON,MOULTRIE,IL,DAWSON FARMS,PR,-88.670000,39.760000,670,ST LOUIS,3,NW,07/1982,,,,,,,N,N
5495,IS00,04836.2*A,AIRPORT,PR,AGL,CHI,LOWPOINT,WOODFORD,IL,JAY SCHERTZ FARM,PR,-89.270000,40.840000,780,CHICAGO,3,SW,,,,,,,,N,N
5496,8M4,04836.93*A,AIRPORT,PR,AGL,CHI,MC CLURE,ALEXANDER,IL,EAST CAPE GIRARDEAU,PR,-89.450000,37.280000,333,ST LOUIS,2,SW,,,,,,,,N,N
5497,43IL,04836.95*A,AIRPORT,PR,AGL,CHI,MC CONNELL,STEPHENSON,IL,PLEASURE VALLEY LANDING AREA,PR,-89.720000,42.420000,890,CHICAGO,1,S,,,,,,,,N,N
5498,44IL,04837.*A,AIRPORT,PR,AGL,CHI,MC HENRY,MC HENRY,IL,MC HENRY FARMS,PR,-88.320000,42.370000,866,CHICAGO,3,NW,,,,,,,,N,N
5499,8IL7,04837.02*C,SEAPLANE BASE,PR,AGL,CHI,MC HENRY,MC HENRY,IL,DUTCH CREEK,PR,-88.240000,42.370000,737,CHICAGO,2,NE,10/1992,,,,,,,N,N
5500,5IS8,04837.21*H,HELIPORT,PR,AGL,CHI,MC HENRY,MC HENRY,IL,NORTHERN ILLINOIS MEDICAL CNTR,PR,-88.270000,42.310000,815,CHICAGO,2,S,10/1984,,,,,,,N,N
5501,9IL6,04837.5*A,AIRPORT,PR,AGL,CHI,MACKINAW,TAZEWELL,IL,WEISHAUPT,PR,-89.360000,40.510000,650,CHICAGO,2,SW,02/1992,,,,,,,N,N
5502,1IL9,04837.70*A,AIRPORT,PR,AGL,CHI,MC LEAN,MC LEAN,IL,HOLLAND FIELD,PR,-89.120000,40.300000,710,CHICAGO,2,E,02/1998,,,,,,,N,N
5503,80LL,04837.91*A,AIRPORT,PR,AGL,CHI,MC LEAN,MC LEAN,IL,FARM AERIAL SERVICE INC,PR,-89.160000,40.320000,710,CHICAGO,0,SW,,,,,,,,N,N
5504,3K9,04838.*A,AIRPORT,PR,AGL,CHI,MC LEANSBORO,HAMILTON,IL,MC LEANSBORO,PU,-88.530000,38.070000,415,ST LOUIS,2,S,,,,N,N,N,N,N,N
5505,0IL0,04838.01*H,HELIPORT,PR,AGL,CHI,MC LEANSBORO,HAMILTON,IL,HAMILTON MEMORIAL HOSPITAL,PU,-88.530000,38.080000,440,ST LOUIS,1,SW,10/1994,,,,,,,N,N
5506,C10,04841.*A,AIRPORT,PU,AGL,CHI,MACOMB,MC DONOUGH,IL,SMITH,PR,-90.620000,40.450000,702,CHICAGO,3,E,,,,,,,,N,N
5507,MQB,04841.1*A,AIRPORT,PU,AGL,CHI,MACOMB,MC DONOUGH,IL,MACOMB MUNI,PU,-90.650000,40.520000,705,CHICAGO,3,N,,,NGY,N,N,N,Y,N,N
5508,46IL,04841.2*H,HELIPORT,PR,AGL,CHI,MACOMB,MC DONOUGH,IL,MC DONOUGH COUNTY HOSPITAL,PU,-90.660000,40.450000,685,CHICAGO,0,N,,,,,,,,N,N
5509,4H5,04841.4*A,AIRPORT,PR,AGL,CHI,MACON,MACON,IL,SNOW,PR,-88.970000,39.740000,728,ST LOUIS,2,NE,,,,,,,,N,N
5510,17LL,04842.6*A,AIRPORT,PR,AGL,CHI,MAHOMET,CHAMPAIGN,IL,OINK ACRES,PR,-88.410000,40.160000,725,CHICAGO,2,S,,,,,,,,N,N
5511,C45,04846.*A,AIRPORT,PU,AGL,CHI,MANITO,TAZEWELL,IL,MANITO MITCHELL,PR,-89.770000,40.480000,501,CHICAGO,3,N,,,,N,N,N,N,N,N
5512,04IS,04846.45*A,AIRPORT,PR,AGL,CHI,MANSFIELD,PIATT,IL,VAN GORDER,PR,-88.560000,40.170000,728,CHICAGO,4,SW,09/1986,,,,,,,N,N
5513,51IL,04846.451*A,AIRPORT,PR,AGL,CHI,MANSFIELD,PIATT,IL,MARVIN D BRADD,PR,-88.490000,40.270000,797,CHICAGO,3,N,,,,,,,,N,N
5514,53IL,04846.453*A,AIRPORT,PR,AGL,CHI,MANSFIELD,PIATT,IL,CLAPPER,PR,-88.510000,40.150000,710,CHICAGO,3,S,,,,,,,,N,N
5515,0C6,04846.51*A,AIRPORT,PR,AGL,CHI,MANTENO /ST GEORGE/,KANKAKEE,IL,ST GEORGE,PR,-87.780000,41.200000,665,CHICAGO,3,SE,,,,,,,,N,N
5516,19LL,04846.512*A,AIRPORT,PR,AGL,CHI,MANTENO,KANKAKEE,IL,NEINER,PR,-87.910000,41.250000,650,CHICAGO,4,NW,,,,,,,,N,N
5517,55IL,04846.52*A,AIRPORT,PR,AGL,CHI,MANTENO,KANKAKEE,IL,BRANDT,PR,-87.820000,41.270000,680,CHICAGO,2,NE,,,,,,,,N,N
5518,58IL,04846.55*A,AIRPORT,PR,AGL,CHI,MANTENO,KANKAKEE,IL,SPANGLER,PR,-87.850000,41.230000,675,CHICAGO,2,SW,,,,,,,,N,N
5519,59IL,04847.1*A,AIRPORT,PR,AGL,CHI,MAPLE PARK,DE KALB,IL,RUDER,PR,-88.640000,41.920000,855,CHICAGO,2,NW,,,,,,,,N,N
5520,62IL,04848.11*A,AIRPORT,PR,AGL,CHI,MARENGO,MC HENRY,IL,KESSLER,PR,-88.600000,42.180000,841,CHICAGO,4,S,,,,,,N,N,N,N
5521,63IL,04848.12*A,AIRPORT,PR,AGL,CHI,MARENGO,MC HENRY,IL,FLYING B,PR,-88.590000,42.180000,840,CHICAGO,3,SE,,,,,,,,N,N
5522,64IL,04848.13*A,AIRPORT,PR,AGL,CHI,MARENGO,MC HENRY,IL,WALPOLE,PR,-88.660000,42.240000,790,CHICAGO,3,W,,,,,,,,N,N
5523,IS57,04848.14*A,AIRPORT,PR,AGL,CHI,MARENGO,MC HENRY,IL,KRAUSE,PR,-88.650000,42.170000,810,CHICAGO,4,SW,,,,,,,,N,N
5524,65IL,04848.2*A,AIRPORT,PR,AGL,CHI,MARENGO,MC HENRY,IL,FAR FLD,PR,-88.620000,42.200000,830,CHICAGO,3,S,,,,,,,,N,N
5525,66IL,04848.21*A,AIRPORT,PR,AGL,CHI,MARENGO,MC HENRY,IL,AEROGRANGE,PR,-88.570000,42.260000,820,CHICAGO,3,E,,,,,,,,N,N
5526,MWA,04850.*A,AIRPORT,PU,AGL,CHI,MARION,WILLIAMSON,IL,WILLIAMSON COUNTY REGIONAL,PU,-89.010000,37.750000,472,ST LOUIS,4,W,,LU 05/1973,NGY,N,N,N,Y,Y,N
5527,IS98,04850.01*H,HELIPORT,PR,AGL,CHI,MARION,WILLIAMSON,IL,FABICK FIVE,PR,-88.900000,37.720000,440,ST LOUIS,1,E,04/1982,,,,,,,N,N
5528,58IS,04850.02*H,HELIPORT,PR,AGL,CHI,MARION,WILLIAMSON,IL,VA MEDICAL CENTER,PU,-88.950000,37.720000,464,ST LOUIS,1,NE,01/1988,,,,,,,N,N
5529,4IL1,04850.03*H,HELIPORT,PR,AGL,CHI,MARION,WILLIAMSON,IL,MARION MEMORIAL HOSPITAL,PR,-88.930000,37.730000,430,ST LOUIS,0,N,03/1998,,,,,,,N,N
5530,4H7,04853.*A,AIRPORT,PR,AGL,CHI,MARISSA,ST CLAIR,IL,HERSCHEL HUNTER,PR,-89.700000,38.220000,470,ST LOUIS,3,SE,,,,,,,,N,N
5531,67IL,04855.5*A,AIRPORT,PR,AGL,CHI,MARSEILLES,LA SALLE,IL,MITCHELL RLA,PR,-88.650000,41.360000,705,CHICAGO,3,NE,,,,,,,,N,N
5532,68IL,04855.51*A,AIRPORT,PR,AGL,CHI,MARSEILLES,LA SALLE,IL,PRAIRIE LAKE HUNT CLUB,PR,-88.680000,41.390000,750,CHICAGO,3,N,,,,,,,,N,N
